title,subtitle,release_year,genre,duration,maturity_rating,IMDb_rating,rotten_tomatoes_rating,meta_critic_rating,indie_wire_rating,vudu_rating,letterboxd_rating,fandor_rating,film_affinity_rating,trakt_rating,apple_rating,class_movie_rating,ringos_rating,french_films_rating,original_film_rating,allmovie_rating,bluray_rating,movie_insider_rating,reelviews_rating,p_google_likes,box_office,release_date,directors,awards,film_series,producers,budget
Salvation!,NA,NA,NA,NA,NA,5.1,20,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Beth B.,NA,NA,Producer: Michael H. Shamberg,NA
Scooby-Doo Meets the Boo Brothers,NA,NA,NA,NA,NA,7.1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,"Ray Patterson, Carl Urbano",NA,Scooby Goes Hollywood,NA,NA
The Secret of My Success,PG-13 1987 ‧ Comedy/Comedy-drama ‧ 1h 51m,1987,Comedy/Comedy-drama,1h 51m,PG-13,6.5,57,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"April 10, 1987 (USA)",Director: Herbert Ross,NA,NA,NA,NA
September,PG 1987 ‧ Drama/Indie film ‧ 1h 23m,1987,Drama/Indie film,1h 23m,PG,6.5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"486,434 USD",NA,Director: Woody Allen,NA,NA,NA,NA
Shake! Otis at Monterey,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July 12, 1989 (New York)","Chris Hegedus, D. A. Pennebaker, David Dawkins",NA,NA,Producer: Alan Douglas,NA
Shy People,R 1987 ‧ Drama ‧ 1h 58m,1987,Drama,1h 58m,R,6.8,64,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,Director: Andrei Konchalovsky,Cannes Best Actress Award,NA,"Yoram Globus, Menahem Golan",NA
The Sicilian,R 1987 ‧ Drama/Action ‧ 2h 26m,1987,Drama/Action,2h 26m,R,5.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,"October 23, 1987 (USA)",Director: Michael Cimino,NA,NA,"Michael Cimino, Joann Carelli, Bruce McNall",NA
Siesta,R 1987 ‧ Thriller/Mystery ‧ 1h 37m,1987,Thriller/Mystery,1h 37m,R,5.6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"604,491 USD",NA,Director: Mary Lambert,NA,NA,NA,NA
"Sign ""☮"" the Times",PG-13 1987 ‧ Musical/Documentary ‧ 1h 25m,1987,Musical/Documentary,1h 25m,PG-13,8.1,86,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,3 million USD,"November 20, 1987 (USA)",Director: Prince,NA,NA,"Steven Fargnoli, Joseph Ruffalo, Robert Cavallo, Simon Fields, Tim Clawson",NA
"Silent Night, Deadly Night Part 2",R 1987 ‧ Horror/Comedy ‧ 1h 28m,1987,Horror/Comedy,1h 28m,R,3.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"154,323 USD","April 10, 1987 (USA)",NA,NA,"Silent Night, Deadly Night",NA,"250,000 USD"
"Sister, Sister",R 1987 ‧ Horror/Thriller ‧ 1h 31m,1987,Horror/Thriller,1h 31m,R,5.4,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"743,445 USD",NA,Director: Bill Condon,NA,NA,NA,NA
Slam Dance,R 1987 ‧ Thriller/Suspense ‧ 1h 40m,1987,Thriller/Suspense,1h 40m,R,5.3,20,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"406,881 USD","October 2, 1987 (USA)",Director: Wayne Wang,NA,NA,NA,"200,000 USD"
Slumber Party Massacre II,R 1987 ‧ Horror/Slasher ‧ 1h 17m,1987,Horror/Slasher,1h 17m,R,4.7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,Director: Deborah Brock,NA,The Slumber Party Massacre,NA,"20,000 USD"
Snow White,PG 1987 ‧ Fantasy/Family ‧ 1h 25m,1987,Fantasy/Family,1h 25m,PG,6.7,70,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,1987 (USA),Director: Michael Berz,NA,NA,NA,NA
Some Kind of Wonderful,PG-13 1987 ‧ Romance/Teen ‧ 1h 35m,1987,Romance/Teen,1h 35m,PG-13,7.1,78,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,18.5 million USD,"February 27, 1987 (USA)",Director: Howard Deutch,NA,NA,Producer: John Hughes,NA
Someone to Love,R 1987 ‧ Indie film/Drama ‧ 1h 51m,1987,Indie film/Drama,1h 51m,R,5.8,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Henry Jaglom,NA,NA,NA,NA
Someone to Watch Over Me,R 1987 ‧ Thriller/Romance ‧ 1h 46m,1987,Thriller/Romance,1h 46m,R,6.1,65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,10.28 million USD,NA,Director: Ridley Scott,NA,NA,NA,NA
Sorority House Massacre,R 1986 ‧ Horror/Slasher ‧ 1h 16m,1986,Horror/Slasher,1h 16m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,Director: Carol Frank,NA,Sorority House Massacre,Producer: Ron Diamond,NA
Spaceballs,PG 1987 ‧ Comedy/Sci-fi ‧ 1h 36m,1987,Comedy/Sci-fi,1h 36m,PG,7.1,55,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"June 24, 1987 (USA)",Director: Mel Brooks,NA,NA,"Mel Brooks, Ezra Swerdlow",22.7 million USD
Square Dance,PG-13 1987 ‧ Drama/Teen ‧ 1h 52m,1987,Drama/Teen,1h 52m,PG-13,6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"225,358 USD",NA,Director: Daniel Petrie,NA,NA,"Daniel Petrie, Jane Alexander, Michael Nesmith",NA
The Squeeze,PG-13 1987 ‧ Comedy/Thriller ‧ 1h 41m,1987,Comedy/Thriller,1h 41m,PG-13,4.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2.229 million USD,NA,Director: Roger Young,NA,NA,NA,NA
Stakeout,R 1987 ‧ Comedy/Action ‧ 1h 57m,1987,Comedy/Action,1h 57m,R,6.6,88,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,65.7 million USD,NA,Director: John Badham,NA,Stakeout,NA,NA
Steel Dawn,R 1987 ‧ Sci-fi/Action ‧ 1h 41m,1987,Sci-fi/Action,1h 41m,R,5.2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,Director: Lance Hool,NA,NA,NA,NA
The Stepfather,R 1987 ‧ Horror/Thriller ‧ 1h 30m,1987,Horror/Thriller,1h 30m,R,6.8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,92,2.5 million USD (US),"January 23, 1987 (USA)",Director: Joseph Ruben,NA,The Stepfather,NA,NA
Still Crazy Like a Fox,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April 5, 1987 (USA)",Director: Paul Krasny,NA,NA,Producer: William Hill,NA
Straight to Hell,R 1987 ‧ Western/Parody film ‧ 1h 31m,1987,Western/Parody film,1h 31m,R,5.8,33,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"210,200 USD","June 26, 1987 (USA)",Director: Alex Cox,NA,NA,NA,NA
The Stranger,NA,NA,NA,NA,NA,5.4,60,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Adolfo Aristarain,NA,NA,Producer: Jorge Gundín,NA
Street Smart,R 1987 ‧ Crime/Thriller ‧ 1h 37m,1987,Crime/Thriller,1h 37m,R,6.4,64,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,"March 20, 1987 (USA)",Director: Jerry Schatzberg,"National Society of Film Critics Award for Best Supporting Actor,",NA,NA,NA
Street Trash,NA,NA,NA,NA,NA,6.1,67,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,Director: J. Michael Muro,NA,NA,Producer: Roy Frumkes,NA
Succumbs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August 18, 1987 (USA)","James Herbert, Michael Stipe, Howard Libov, Arthur Pierson",NA,NA,NA,NA
Summer Heat,R 1987 ‧ Drama ‧ 1h 20m,1987,Drama,1h 20m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,Director: Michie Gleason,NA,NA,Producer: William Tennant,NA
Summer School,PG-13 1987 ‧ Comedy/Teen ‧ 1h 38m,1987,Comedy/Teen,1h 38m,PG-13,6.6,63,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,35.7 million USD (US),"July 22, 1987 (USA)",Director: Carl Reiner,NA,NA,"George Shapiro, Howard West",NA
Superman IV: The Quest for Peace,PG 1987 ‧ Action/Adventure ‧ 1h 33m,1987,Action/Adventure,1h 33m,PG,3.7,11,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,36.7 million USD,"July 24, 1987 (USA)",Director: Sidney J. Furie,NA,NA,NA,17 million USD
Superstar: The Karen Carpenter Story,NA,NA,NA,NA,NA,7.8,87,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,"January 10, 1989 (New York)",Director: Todd Haynes,NA,NA,NA,NA
Surf Nazis Must Die,R 1987 ‧ Comedy/Parody ‧ 1h 23m,1987,Comedy/Parody,1h 23m,R,3.8,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,Director: Peter George,NA,NA,Producer: Robert Tinnell,NA
Surrender,PG 1987 ‧ Comedy ‧ 1h 45m,1987,Comedy,1h 45m,PG,5.4,22,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5.712 million USD,"October 9, 1987 (USA)",Director: Jerry Belson,NA,NA,NA,NA
Suspect,R 1987 ‧ Thriller/Mystery ‧ 2h 8m,1987,Thriller/Mystery,2h 8m,R,6.6,67,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"October 23, 1987 (USA)",Director: Peter Yates,NA,NA,Producer: Daniel A. Sherkow,NA
Sweet Country,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 23, 1987 (New York)",Director: Michael Cacoyannis,NA,NA,"Michael Cacoyannis, Costas Alexakis",NA
Sweet Revenge,R 1987 ‧ Action/Thriller ‧ 1h 30m,1987,Action/Thriller,1h 30m,R,4.1,33,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Mark Sobel,NA,NA,"Roger Corman, Brad Krevoy, Steven Stabler",NA
Swimming to Cambodia,NA,NA,NA,NA,NA,7.6,100,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,April 1987 (USA),Director: Jonathan Demme,NA,Swimming to Cambodia,NA,NA
Teen Wolf Too,PG 1987 ‧ Comedy/Fantasy ‧ 1h 35m,1987,Comedy/Fantasy,1h 35m,PG,3.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,7.9 million USD,"November 20, 1987 (USA)",Director: Christopher Leitch,NA,Teen Wolf  Series,Producer: Kent Bateman,NA
Terminus,NA,NA,NA,NA,NA,3.1,43,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,Director: Pierre-William Glenn,NA,NA,NA,NA
Terror Squad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Peter Maris,NA,NA,Producer: Peter Maris,NA
They Still Call Me Bruce,PG 1987 ‧ Parody/Action ‧ 1h 31m,1987,Parody/Action,1h 31m,PG,4.9,43,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,"Johnny Yune, James Orr",NA,They Call Me Bruce?,NA,NA
Three Men and a Baby,PG 1987 ‧ Comedy/Farce ‧ 1h 42m,1987,Comedy/Farce,1h 42m,PG,6.1,76,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,"November 25, 1987 (USA)",Director: Leonard Nimoy,NA,Three Men and a Baby,NA,NA
Three O'Clock High,PG-13 1987 ‧ Comedy/Teen ‧ 1h 41m,1987,Comedy/Teen,1h 41m,PG-13,7.2,67,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,3.6 million USD,"October 9, 1987 (USA)",Director: Phil Joanou,NA,NA,NA,NA
Three for the Road,PG 1987 ‧ Indie film/Drama ‧ 1h 28m,1987,Indie film/Drama,1h 28m,PG,5.4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1.539 million USD,NA,Director: Bill L. Norton,NA,NA,NA,NA
Throw Momma from the Train,PG-13 1987 ‧ Comedy/Dark comedy ‧ 1h 28m,1987,Comedy/Dark comedy,1h 28m,PG-13,6.3,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,57.92 million USD,"December 11, 1987 (USA)",Director: Danny DeVito,NA,NA,NA,NA
Thunder Prince,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Heon-myeong Han,NA,NA,"Joseph Lai, Mu Mun",NA
A Tiger's Tale,R 1987 ‧ Comedy/Drama ‧ 1h 37m,1987,Comedy/Drama,1h 37m,R,5.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,"February 12, 1988 (USA)",Director: Peter Douglas,NA,NA,NA,NA
Tigershark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Emmett Alston,NA,NA,Producer: Lana Lee Jones,NA
Tin Men,R 1987 ‧ Comedy/Comedy-drama ‧ 1h 52m,1987,Comedy/Comedy-drama,1h 52m,R,6.6,77,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,Director: Barry Levinson,NA,NA,NA,11 million USD
Tough Guys Don't Dance,R 1987 ‧ Noir/Mystery ‧ 1h 50m,1987,Noir/Mystery,1h 50m,R,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,"September 18, 1987 (USA)",Director: Norman Mailer,NA,NA,NA,5 million USD
The Trouble with Spies,PG 1987 ‧ Comedy/Spy ‧ 1h 31m,1987,Comedy/Spy,1h 31m,PG,4.3,12,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205,507 USD",NA,Director: Burt Kennedy,NA,NA,Producer: Burt Kennedy,NA
Uncle Meat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Frank Zappa,NA,NA,NA,NA
The Untouchables,R 1987 ‧ Crime/Drama ‧ 2 hours,1987,Crime/Drama,2 hours,R,7.9,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,90,NA,"June 3, 1987 (USA)",Director: Brian De Palma,"Academy Award for Best Supporting Actor,",NA,NA,NA
The Video Dead,R 1987 ‧ Horror/Indie film ‧ 1h 30m,1987,Horror/Indie film,1h 30m,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,Director: Robert Scott,NA,NA,Producer: Robert Scott,NA
Straight to Hell,R 1987 ‧ Western/Parody film ‧ 1h 31m,1987,Western/Parody film,1h 31m,R,5.8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"210,200 USD","June 26, 1987 (USA)",Director: Alex Cox,NA,NA,NA,NA
Waiting for the Moon,PG 1987 ‧ Drama/Comedy ‧ 1h 28m,1987,Drama/Comedy,1h 28m,PG,6.3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"751,555 USD","June 15, 1987 (USA)",Director: Jill Godmilow,Sundance Film Festival Grand Jury Prize - U.S. Dramatic,NA,NA,NA
Walker,R 1987 ‧ Drama/History ‧ 1h 35m,1987,Drama/History,1h 35m,R,6.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"257,043 USD (US)","December 4, 1987 (USA)",Director: Alex Cox,NA,NA,NA,6 million USD
Wall Street,R 1987 ‧ Drama/Crime ‧ 2h 6m,1987,Drama/Crime,2h 6m,R,7.4,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,87,NA,"December 11, 1987 (USA)",Director: Oliver Stone,"Academy Award for Best Actor in a Leading Role,",Wall Street,NA,NA
Wanted: Dead or Alive,R 1987 ‧ Action/Thriller ‧ 1h 44m,1987,Action/Thriller,1h 44m,R,6,30,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,7.555 million USD (US),NA,Director: Gary Sherman,NA,NA,NA,NA
Weeds,R 1987 ‧ Drama/Prison ‧ 1h 55m,1987,Drama/Prison,1h 55m,R,6.1,80,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2.325 million USD,NA,Director: John D. Hancock,NA,NA,NA,NA
The Whales of August,NA,NA,NA,NA,NA,7.3,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,"October 16, 1987 (USA)",Director: Lindsay Anderson,National Board of Review Award for Best Actress,NA,NA,NA
White of the Eye,R 1987 ‧ Thriller/Horror ‧ 1h 51m,1987,Thriller/Horror,1h 51m,R,6.2,50,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,"May 20, 1988 (USA)",Director: Donald Cammell,NA,NA,NA,NA
White Water Summer,PG 1987 ‧ Adventure/Thriller ‧ 2 hours,1987,Adventure/Thriller,2 hours,PG,6.2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"300,859 USD (US)",NA,Director: Jeff Bleckner,NA,NA,NA,NA
Who's That Girl,PG 1987 ‧ Comedy/Romance ‧ 1h 34m,1987,Comedy/Romance,1h 34m,PG,4.8,38,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,"August 7, 1987 (USA)",Director: James Foley,NA,NA,"Rosilyn Heller, Bernard Williams",NA
Wild Thing,PG-13 1987 ‧ Thriller/Drama ‧ 1h 32m,1987,Thriller/Drama,1h 32m,PG-13,5.3,40,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"84,000 USD","April 17, 1987 (USA)",Director: Max Reid,NA,NA,NA,NA
The Witches of Eastwick,R 1987 ‧ Fantasy/Comedy ‧ 1h 58m,1987,Fantasy/Comedy,1h 58m,R,6.6,76,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,"June 12, 1987 (USA)",Director: George Miller,"New York Film Critics Circle Award for Best Actor,",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yogi's Great Escape,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,3.2,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,"September 14, 1987 (USA)","Bob Goe, Ray Patterson, Paul Sommer, Rudy Zamora",NA,Hanna-Barbera Superstars 10,"William Hanna, Joseph Barbera, Kay Wright",NA
You Ruined My Life,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,Director: David Ashwell,NA,NA,Producer: John Garbett,NA
84C MoPic,R 1989 ‧ War/Drama ‧ 1h 35m,1989,War/Drama,1h 35m,R,6.8,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,Director: Patrick Sheane Duncan,NA,NA,NA,NA
The Abyss,PG-13 1989 ‧ Sci-fi/Adventure ‧ 2h 51m,1989,Sci-fi/Adventure,2h 51m,PG-13,7.5,89,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90 million USD,"August 9, 1989 (USA)",Director: James Cameron,NA,NA,NA,69.5 million USD
After Midnight,R 1989 ‧ Horror/Slasher ‧ 1h 33m,1989,Horror/Slasher,1h 33m,R,5.6,30,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"76,329 USD",NA,Director: Ken Wheat,NA,NA,NA,NA
Alienator,R 1990 ‧ Sci-fi/Action ‧ 1h 33m,1990,Sci-fi/Action,1h 33m,R,3.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,Director: Fred Olen Ray,NA,NA,Producer: Jeffrey C. Hogue,NA
Alien Seed,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989 (USA),Director: Bob James,NA,NA,Producer: Mark Paglia,NA
All Dogs Go to Heaven,G 1989 ‧ Family/Adventure ‧ 1h 29m,1989,Family/Adventure,1h 29m,G,6.8,44,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,"November 17, 1989 (USA)",Director: Don Bluth,NA,NA,NA,NA
Always,PG 1989 ‧ Romance/Fantasy ‧ 2h 3m,1989,Romance/Fantasy,2h 3m,PG,6.4,64,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,"December 22, 1989 (USA)",Director: Steven Spielberg,NA,NA,NA,29.5 million USD
American Ninja 3: Blood Hunt,R 1989 ‧ Action/Martial Arts ‧ 1h 29m,1989,Action/Martial Arts,1h 29m,R,3.7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,"February 24, 1989 (USA)",Director: Cedric Sundstrom,NA,American Ninja,NA,NA
Amityville 4: The Evil Escapes,R 1989 ‧ Horror/Supernatural ‧ 1h 35m,1989,Horror/Supernatural,1h 35m,R,4.3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,Director: Sandor Stern,NA,The Amityville Horror,"Steve White, Barry Bernardi",NA
Arena,PG-13 1989 ‧ Sci-fi/Indie film ‧ 1h 55m,1989,Sci-fi/Indie film,1h 55m,PG-13,5.3,33,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,Director: Peter Manoogian,NA,NA,"Irwin Yablans, Charles Band, J. Larry Carroll",NA
Back to the Future Part II,PG 1989 ‧ Adventure/Sci-fi ‧ 1h 48m,1989,Adventure/Sci-fi,1h 48m,PG,7.8,66,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,336 million USD,"November 22, 1989 (USA)",Director: Robert Zemeckis,NA,NA,NA,40 million USD
Batman,PG-13 1989 ‧ Action/Adventure ‧ 2h 6m,1989,Action/Adventure,2h 6m,PG-13,7.5,71,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,411.6 million USD,"June 23, 1989 (USA)",Director: Tim Burton,NA,NA,NA,NA
"Bert Rigby, You're a Fool",R 1989 ‧ Musical/Comedy music ‧ 1h 34m,1989,Musical/Comedy music,1h 34m,R,6,40,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75,868 USD",NA,Director: Carl Reiner,NA,NA,NA,15 million USD
Best of the Best,PG-13 1989 ‧ Martial Arts/Sport ‧ 1h 37m,1989,Martial Arts/Sport,1h 37m,PG-13,6.5,72,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,"November 10, 1989 (USA)",Director: Robert Radler,NA,Best of the Best,NA,NA
Beverly Hills Brats,PG-13 1989 ‧ Comedy/Teen ‧ 1h 30m,1989,Comedy/Teen,1h 30m,PG-13,3.7,30,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Director: Jim Sotos,NA,NA,NA,NA
Beyond the Stars,PG 1989 ‧ Drama/Family Drama ‧ 1h 34m,1989,Drama/Family Drama,1h 34m,PG,5.2,31,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,Director: David Saperstein,NA,NA,"Joseph Perez, Teri Carson",NA
The Big Picture,PG-13 1989 ‧ Comedy/Drama ‧ 1h 42m,1989,Comedy/Drama,1h 42m,PG-13,6.2,87,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,Director: Christopher Guest,NA,NA,"Michael Varhol, Richard Gilbert Abramson, William E. McEuen",NA
Bill & Ted's Excellent Adventure,PG 1989 ‧ Comedy/Adventure ‧ 1h 31m,1989,Comedy/Adventure,1h 31m,PG,7,81,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,40.5 million USD,NA,Director: Stephen Herek,NA,Bill & Ted,NA,NA
